family_id	head	size	peak_zipf	median_zipf	peak_word	charged	labelled	charged_pct	eligible	covered	synsets
oewn-00246808-a	blemished	13	3.27	2.01	scarred	11	13	0.85	1	0	7
oewn-02099409-a	nonsectarian	10	3.0	1.98	ecumenical	8	10	0.8	1	0	5
oewn-00869779-a	encouraging	9	4.14	1.96	encouraging	8	9	0.89	1	0	5
oewn-01529235-a	immobile	8	3.9	1.87	stiff	8	8	1.0	1	0	4
oewn-01502441-a	immeasurable	8	3.27	1.86	limitless	7	8	0.88	1	0	3
oewn-00788089-a	divisible	8	2.71	1.86	dissociative	6	8	0.75	1	0	6
oewn-00650564-a	critical	10	4.83	1.85	critical	10	10	1.0	1	0	7
oewn-01656183-a	on	1	6.91	6.91	on	0	1	0.0	0	0	1
oewn-01560748-a	more	1	6.36	6.36	more	0	1	0.0	0	0	1
oewn-01559526-a	more	2	6.36	6.25	more	0	2	0.0	0	0	1
oewn-02068891-a	out	2	6.38	6.13	out	1	2	0.5	0	0	2
oewn-01413922-a	like	2	6.41	6.11	like	2	2	1.0	0	0	1
oewn-01019807-a	first	1	6.11	6.11	first	0	1	0.0	0	0	1
oewn-01560125-a	most	1	6.0	6.0	most	0	1	0.0	0	0	1
oewn-01561513-a	most	1	6.0	6.0	most	0	1	0.0	0	0	1
oewn-00916501-a	even	1	5.99	5.99	even	1	1	1.0	0	0	1
oewn-01472305-a	made	1	5.92	5.92	made	0	1	0.0	0	0	1
oewn-02285234-a	still	2	5.92	5.92	still	2	2	1.0	0	0	1
oewn-01570144-a	still	1	5.92	5.92	still	1	1	1.0	0	0	1
oewn-01126764-a	no-go	1	5.86	5.86	no-go	1	1	1.0	0	0	1
oewn-01222498-a	home	1	5.81	5.81	home	0	1	0.0	0	0	1
oewn-02753598-a	home	1	5.81	5.81	home	0	1	0.0	0	0	1
oewn-01446913-a	long	1	5.81	5.81	long	0	1	0.0	0	0	1
oewn-01447325-a	long	1	5.81	5.81	long	0	1	0.0	0	0	1
oewn-00067647-a	advisable	4	6.03	5.8	well	4	4	1.0	0	0	3
oewn-01655638-a	on	2	6.91	5.79	on	0	2	0.0	0	0	2
oewn-02277044-a	all	4	6.52	5.79	all	0	5	0.0	0	0	5
oewn-02076759-a	other	7	6.25	5.74	new	2	10	0.2	0	0	9
oewn-01555990-a	many	10	6.2	5.74	some	3	10	0.3	0	0	6
oewn-01020028-a	second	1	5.63	5.63	second	0	1	0.0	0	0	1
oewn-01222609-a	away	1	5.62	5.62	away	0	1	0.0	0	0	1
oewn-01946213-a	real	1	5.6	5.6	real	0	1	0.0	0	0	1
oewn-02275064-a	some	6	6.2	5.59	some	1	6	0.17	0	0	4
oewn-01006451-a	finished	16	6.39	5.58	up	8	17	0.47	0	0	7
oewn-01473917-a	major	2	5.76	5.53	better	0	2	0.0	0	0	2
oewn-02798276-a	real-time	1	5.52	5.52	real-time	0	1	0.0	0	0	1
oewn-01558903-a	little	3	5.75	5.51	little	3	3	1.0	0	0	2
oewn-02999528-a	national	1	5.51	5.51	national	0	1	0.0	0	0	1
oewn-02999749-a	national	1	5.51	5.51	national	0	1	0.0	0	0	1
oewn-02999870-a	national	1	5.51	5.51	national	0	1	0.0	0	0	1
oewn-00394166-a	white	2	5.51	5.51	white	1	2	0.5	0	0	2
oewn-00244146-a	white	1	5.51	5.51	white	0	1	0.0	0	0	1
oewn-01559809-a	less	1	5.49	5.49	less	1	1	1.0	0	0	1
oewn-02782139-a	on-the-job	1	5.48	5.48	on-the-job	0	1	0.0	0	0	1
oewn-01664425-a	open	1	5.48	5.48	open	0	1	0.0	0	0	1
oewn-01452075-a	unconstricted	2	5.48	5.48	open	1	2	0.5	0	0	2
oewn-00876810-a	run-on	1	5.47	5.47	run-on	1	1	1.0	0	0	1
oewn-00393873-a	black	1	5.46	5.46	black	1	1	1.0	0	0	1
oewn-01590417-a	unneurotic	2	5.46	5.46	together	2	2	1.0	0	0	2
oewn-00519841-a	whole	1	5.46	5.46	whole	0	1	0.0	0	0	1
oewn-01560454-a	least	1	5.44	5.44	least	0	1	0.0	0	0	1
oewn-00001740-a	able	1	5.43	5.43	able	0	1	0.0	0	0	1
oewn-00823421-a	early	1	5.43	5.43	early	0	1	0.0	0	0	1
oewn-02767118-a	local	1	5.43	5.43	local	0	1	0.0	0	0	1
oewn-00100143-a	live	2	5.54	5.42	live	1	2	0.5	0	0	2
oewn-02809420-a	social	1	5.42	5.42	social	0	1	0.0	0	0	1
oewn-00519960-a	half	1	5.41	5.41	half	0	1	0.0	0	0	1
oewn-02228429-a	single	1	5.41	5.41	single	0	1	0.0	0	0	1
oewn-01697422-a	outside	4	5.96	5.4	right	0	5	0.0	0	0	5
oewn-01944611-a	real	3	5.6	5.4	real	1	3	0.33	0	0	3
oewn-02452223-a	top-down	1	5.4	5.4	top-down	0	1	0.0	0	0	1
oewn-00681291-a	annual	2	5.84	5.39	one-year	0	2	0.0	0	0	1
oewn-01557242-a	few	4	5.6	5.39	a few	0	4	0.0	0	0	3
oewn-02766406-a	life-support	1	5.37	5.37	life-support	0	1	0.0	0	0	1
oewn-01655194-a	off-line	1	5.36	5.36	off-line	1	1	1.0	0	0	1
oewn-01655486-a	off-line	1	5.36	5.36	off-line	1	1	1.0	0	0	1
oewn-00138993-a	due	1	5.35	5.35	due	1	1	1.0	0	0	1
oewn-02754015-a	human	1	5.35	5.35	human	0	1	0.0	0	0	1
oewn-02754145-a	human	1	5.35	5.35	human	0	1	0.0	0	0	1
oewn-00824290-a	late	1	5.34	5.34	late	0	1	0.0	0	0	1
oewn-01655325-a	on-line	2	5.47	5.33	on-line	0	2	0.0	0	0	1
oewn-03004422-a	future	1	5.33	5.33	future	0	1	0.0	0	0	1
oewn-01194536-a	light	1	5.33	5.33	light	1	1	1.0	0	0	1
oewn-01194991-a	light	1	5.33	5.33	light	0	1	0.0	0	0	1
oewn-01447121-a	short	1	5.33	5.33	short	0	1	0.0	0	0	1
oewn-01447511-a	short	1	5.33	5.33	short	1	1	1.0	0	0	1
oewn-02477549-a	unturned	3	5.33	5.33	right-side-out	0	3	0.0	0	0	3
oewn-01109533-a	national	2	5.51	5.32	national	0	2	0.0	0	0	2
oewn-00395392-a	black-and-white	2	5.46	5.32	black and white	2	2	1.0	0	0	1
oewn-01195161-a	heavy	2	5.67	5.31	big	0	2	0.0	0	0	2
oewn-01497577-a	year-round	2	5.55	5.31	year-around	0	2	0.0	0	0	1
oewn-02039393-a	right	5	5.96	5.3	right	0	5	0.0	0	0	5
oewn-02766901-a	living	1	5.3	5.3	living	0	1	0.0	0	0	1
oewn-01474453-a	major	1	5.3	5.3	major	0	1	0.0	0	0	1
oewn-01474763-a	major	1	5.3	5.3	major	1	1	1.0	0	0	1
oewn-01475013-a	major	1	5.3	5.3	major	0	1	0.0	0	0	1
oewn-01475494-a	major	1	5.3	5.3	major	0	1	0.0	0	0	1
oewn-01476823-a	major	1	5.3	5.3	major	0	1	0.0	0	0	1
oewn-01698252-a	inside	2	5.39	5.29	wrong	0	2	0.0	0	0	2
oewn-00825684-a	easy	1	5.29	5.29	easy	1	1	1.0	0	0	1
oewn-02868496-a	political	1	5.29	5.29	political	0	1	0.0	0	0	1
oewn-02868676-a	political	1	5.29	5.29	political	0	1	0.0	0	0	1
oewn-01051000-a	former	1	5.28	5.28	former	0	1	0.0	0	0	1
oewn-01642453-a	on-street	1	5.27	5.27	on-street	0	1	0.0	0	0	1
oewn-00955585-a	exterior	3	6.38	5.25	out	1	3	0.33	0	0	3
oewn-01867145-a	public	8	5.57	5.25	public	3	8	0.38	0	0	7
oewn-02805493-a	self	1	5.25	5.25	self	0	1	0.0	0	0	1
oewn-00666145-a	cut	1	5.24	5.24	cut	0	1	0.0	0	0	1
oewn-03161358-a	held	1	5.24	5.24	held	0	1	0.0	0	0	1
oewn-03164026-a	played	1	5.23	5.23	played	0	1	0.0	0	0	1
oewn-01243286-a	running	1	5.23	5.23	running	0	1	0.0	0	0	1
oewn-01244630-a	running	1	5.23	5.23	running	0	1	0.0	0	0	1
oewn-01413463-a	alike	3	6.41	5.21	like	3	3	1.0	0	0	1
oewn-01092828-a	full-time	2	5.47	5.21	full-time	0	2	0.0	0	0	2
oewn-00494722-a	common	3	5.57	5.2	public	0	3	0.0	0	0	3
oewn-02775023-a	military	1	5.2	5.2	military	0	1	0.0	0	0	1
oewn-02869796-a	personal	1	5.2	5.2	personal	0	1	0.0	0	0	1
oewn-02869905-a	personal	1	5.2	5.2	personal	1	1	1.0	0	0	1
oewn-03148367-a	side-to-side	1	5.2	5.2	side-to-side	0	1	0.0	0	0	1
oewn-01455267-a	won	1	5.2	5.2	won	1	1	1.0	0	0	1
oewn-00100594-a	dead	5	6.38	5.19	out	2	5	0.4	0	0	4
oewn-01642320-a	off-street	1	5.19	5.19	off-street	1	1	1.0	0	0	1
oewn-01153978-a	regretful	3	5.53	5.18	bad	3	3	1.0	0	0	1
oewn-02677657-a	black-and-white	1	5.18	5.18	black-and-white	0	1	0.0	0	0	1
oewn-00824027-a	middle	1	5.18	5.18	middle	0	1	0.0	0	0	1
oewn-01172532-a	medical	1	5.16	5.16	medical	0	1	0.0	0	0	1
oewn-02770888-a	medical	1	5.16	5.16	medical	0	1	0.0	0	0	1
oewn-02116728-a	sent	1	5.16	5.16	sent	0	1	0.0	0	0	1
oewn-02043985-a	righteous	5	6.43	5.15	just	5	5	1.0	0	0	3
oewn-01126538-a	go	3	6.03	5.14	go	1	3	0.33	0	0	2
oewn-01641908-a	off-site	1	5.14	5.14	off-site	0	1	0.0	0	0	1
oewn-03002971-a	official	1	5.14	5.14	official	0	1	0.0	0	0	1
oewn-00986764-a	fast	1	5.13	5.13	fast	0	1	0.0	0	0	1
oewn-01110899-a	federal	1	5.13	5.13	federal	0	1	0.0	0	0	1
oewn-02736565-a	federal	1	5.13	5.13	federal	0	1	0.0	0	0	1
oewn-03081365-a	green	1	5.13	5.13	green	0	1	0.0	0	0	1
oewn-00205366-a	forward	1	5.12	5.12	forward	0	1	0.0	0	0	1
oewn-01889997-a	prospective	4	5.33	5.11	future	3	4	0.75	0	0	3
oewn-02753318-a	high-energy	1	5.11	5.11	high-energy	0	1	0.0	0	0	1
oewn-86659382-a	lower	1	5.11	5.11	lower	0	1	0.0	0	0	1
oewn-01582180-a	natural	1	5.11	5.11	natural	1	1	1.0	0	0	1
oewn-02727341-a	economic	1	5.1	5.1	economic	0	1	0.0	0	0	1
oewn-03148236-a	short-order	1	5.1	5.1	short-order	0	1	0.0	0	0	1
oewn-02031662-a	poor	2	5.09	5.09	poor	2	2	1.0	0	0	2
oewn-00733659-a	independent	2	5.24	5.08	main	2	2	1.0	0	0	1
oewn-02542621-a	cool	2	5.15	5.08	cool	1	2	0.5	0	0	2
oewn-02764868-a	legal	1	5.08	5.08	legal	0	1	0.0	0	0	1
oewn-02764969-a	legal	1	5.08	5.08	legal	0	1	0.0	0	0	1
oewn-01656338-a	off	2	5.93	5.07	off	2	2	1.0	0	0	1
oewn-00091771-a	air-to-air	1	5.07	5.07	air-to-air	0	1	0.0	0	0	1
oewn-01213389-a	high-interest	1	5.07	5.07	high-interest	1	1	1.0	0	0	1
oewn-00154507-a	nonspeaking	2	5.07	5.07	walk-on	2	2	1.0	0	0	1
oewn-00472920-a	published	1	5.07	5.07	published	0	1	0.0	0	0	1
oewn-02068711-a	safe	1	5.07	5.07	safe	1	1	1.0	0	0	1
oewn-01498529-a	full-term	1	5.06	5.06	full-term	0	1	0.0	0	0	1
oewn-02826398-a	time-release	1	5.06	5.06	time-release	0	1	0.0	0	0	1
oewn-01874674-a	professional	4	5.12	5.05	paid	1	4	0.25	0	0	3
oewn-01876050-a	professional	1	5.05	5.05	professional	0	1	0.0	0	0	1
oewn-02850390-a	professional	1	5.05	5.05	professional	0	1	0.0	0	0	1
oewn-02850580-a	professional	1	5.05	5.05	professional	1	1	1.0	0	0	1
oewn-02806312-a	self-service	1	5.05	5.05	self-service	0	1	0.0	0	0	1
oewn-02322264-a	straight	5	5.04	5.04	straight	1	5	0.2	0	0	3
oewn-00822804-a	late	4	5.49	5.03	later	1	4	0.25	0	0	3
oewn-01578429-a	natural	2	5.11	5.03	natural	1	2	0.5	0	0	2
oewn-01654318-a	one-piece	1	5.03	5.03	one-piece	0	1	0.0	0	0	1
oewn-01108926-a	specific	1	5.03	5.03	specific	0	1	0.0	0	0	1
oewn-03000784-a	specific	1	5.03	5.03	specific	0	1	0.0	0	0	1
oewn-01819670-a	political	4	5.29	5.02	political	0	4	0.0	0	0	4
oewn-00702530-a	underived	3	5.16	5.02	original	2	3	0.67	0	0	3
oewn-00531280-a	noncomprehensive	3	5.02	5.02	limited	0	3	0.0	0	0	2
oewn-00044573-a	potential	3	5.36	5.01	possible	3	3	1.0	0	0	2
oewn-01822909-a	anti	1	5.01	5.01	anti	1	1	1.0	0	0	1
oewn-02228166-a	double	1	5.01	5.01	double	0	1	0.0	0	0	1
oewn-01602901-a	normal	1	5.01	5.01	normal	1	1	1.0	0	0	1
oewn-01604027-a	normal	1	5.01	5.01	normal	0	1	0.0	0	0	1
oewn-02965393-a	radio	1	5.01	5.01	radio	0	1	0.0	0	0	1
oewn-00495505-a	individual	13	6.1	5.0	one-on-one	5	13	0.38	0	0	6
oewn-01586869-a	net	4	5.56	5.0	take-home	0	4	0.0	0	0	3
oewn-00696211-a	deep	5	5.15	5.0	sound	0	6	0.0	0	0	3
oewn-01654479-a	two-piece	1	5.0	5.0	two-piece	0	1	0.0	0	0	1
oewn-00337729-a	certain	5	5.67	4.99	sure	5	5	1.0	0	0	2
oewn-01610335-a	northern	2	5.13	4.99	blue	0	2	0.0	0	0	2
oewn-01825607-a	positive	1	4.99	4.99	positive	1	1	1.0	0	0	1
oewn-02550712-a	welcome	1	4.99	4.99	welcome	1	1	1.0	0	0	1
oewn-01598231-a	normal	8	5.53	4.98	mean	4	10	0.4	0	0	7
oewn-01195419-a	light	4	5.33	4.98	light	0	4	0.0	0	0	2
oewn-03105153-a	open-source	1	4.98	4.98	open-source	0	1	0.0	0	0	1
oewn-02173212-a	significant	1	4.98	4.98	significant	0	1	0.0	0	0	1
oewn-01191601-a	light-duty	2	5.33	4.97	light	1	2	0.5	0	0	2
oewn-00415746-a	nonclassical	4	5.07	4.97	modern	0	4	0.0	0	0	3
oewn-00427844-a	clean	2	4.97	4.97	clean	2	2	1.0	0	0	1
oewn-03164491-a	posted	1	4.97	4.97	posted	0	1	0.0	0	0	1
oewn-01654635-a	three-piece	1	4.97	4.97	three-piece	0	1	0.0	0	0	1
oewn-00047786-a	unaddicted	2	4.97	4.97	clean	1	2	0.5	0	0	2
oewn-00174481-a	pregnant	9	5.88	4.96	great	0	9	0.0	0	0	2
oewn-01453492-a	found	2	5.68	4.96	found	0	2	0.0	0	0	2
oewn-02410992-a	intemperate	3	5.67	4.96	big	1	3	0.33	0	0	2
oewn-01858102-a	primary	8	5.34	4.96	special	3	8	0.38	0	0	7
oewn-01641596-a	on-site	3	5.21	4.96	on-site	0	3	0.0	0	0	2
oewn-01194770-a	heavy	1	4.96	4.96	heavy	0	1	0.0	0	0	1
oewn-01196916-a	heavy	1	4.96	4.96	heavy	0	1	0.0	0	0	1
oewn-00628097-a	substantial	3	5.6	4.95	real	0	3	0.0	0	0	1
oewn-01824894-a	plus	3	4.99	4.95	positive	2	3	0.67	0	0	3
oewn-02266995-a	sold	3	4.97	4.95	sold	1	3	0.33	0	0	3
oewn-01345290-a	interested	1	4.95	4.95	interested	1	1	1.0	0	0	1
oewn-00629641-a	material	2	4.95	4.95	material	0	3	0.0	0	0	3
oewn-01968763-a	regular	1	4.95	4.95	regular	0	1	0.0	0	0	1
oewn-01654843-a	on-line	4	5.47	4.94	on-line	0	4	0.0	0	0	2
oewn-02282958-a	sound	4	5.22	4.94	strong	4	4	1.0	0	0	2
oewn-02542324-a	warm	2	5.16	4.94	hot	0	2	0.0	0	0	2
oewn-03082307-a	growing	1	4.94	4.94	growing	0	1	0.0	0	0	1
oewn-01213253-a	low-interest	1	4.94	4.94	low-interest	1	1	1.0	0	0	1
oewn-02790581-a	physical	1	4.94	4.94	physical	0	1	0.0	0	0	1
oewn-01822805-a	pro	1	4.94	4.94	pro	0	1	0.0	0	0	1
oewn-00231222-a	worst	7	5.86	4.93	last	3	7	0.43	0	0	4
oewn-00041583-a	active	3	5.54	4.93	live	3	3	1.0	0	0	2
oewn-02039031-a	center	4	5.19	4.93	center	0	4	0.0	0	0	2
oewn-00042258-a	active	1	4.93	4.93	active	0	1	0.0	0	0	1
oewn-00043630-a	active	1	4.93	4.93	active	1	1	1.0	0	0	1
oewn-00645956-a	civil	1	4.93	4.93	civil	0	1	0.0	0	0	1
oewn-02707853-a	civil	1	4.93	4.93	civil	0	1	0.0	0	0	1
oewn-00669281-a	current	19	5.9	4.92	on-going	2	20	0.1	0	0	14
oewn-03149226-a	commercial	1	4.92	4.92	commercial	0	1	0.0	0	0	1
oewn-02375663-a	unscheduled	4	5.34	4.91	special	1	4	0.25	0	0	3
oewn-01977842-a	regular	2	4.95	4.91	regular	1	2	0.5	0	0	2
oewn-00767176-a	direct	1	4.91	4.91	direct	0	1	0.0	0	0	1
oewn-00772799-a	direct	1	4.91	4.91	direct	0	1	0.0	0	0	1
oewn-00773485-a	direct	1	4.91	4.91	direct	0	1	0.0	0	0	1
oewn-02031394-a	rich	1	4.91	4.91	rich	1	1	1.0	0	0	1
oewn-02034163-a	rich	1	4.91	4.91	rich	0	1	0.0	0	0	1
oewn-88455131-a	rich	1	4.91	4.91	rich	0	1	0.0	0	0	1
oewn-02376172-a	sweet	1	4.91	4.91	sweet	0	1	0.0	0	0	1
oewn-00835886-a	operative	10	6.12	4.9	good	1	10	0.1	0	0	5
oewn-01561009-a	fewer	2	5.49	4.9	less	0	2	0.0	0	0	2
oewn-00701368-a	well-defined	2	5.25	4.9	clear	2	2	1.0	0	0	1
oewn-01638538-a	confirmed	2	5.14	4.9	official	0	2	0.0	0	0	2
oewn-01664561-a	closed	1	4.9	4.9	closed	0	1	0.0	0	0	1
oewn-01398335-a	greater	1	4.9	4.9	greater	1	1	1.0	0	0	1
oewn-01664693-a	operational	5	4.93	4.89	active	1	5	0.2	0	0	3
oewn-90011171-a	anti-white	1	4.89	4.89	anti-white	0	1	0.0	0	0	1
oewn-02604474-a	pro-life	1	4.89	4.89	pro-life	1	1	1.0	0	0	1
oewn-00487699-a	common	10	5.47	4.88	general	2	10	0.2	0	0	8
oewn-01221468-a	low-rise	2	5.06	4.88	walk-up	1	2	0.5	0	0	2
oewn-00289948-a	broken	1	4.88	4.88	broken	0	1	0.0	0	0	1
oewn-03155042-a	point-of-sale	1	4.88	4.88	point-of-sale	0	1	0.0	0	0	1
oewn-00106545-a	ample	6	6.12	4.87	good	1	7	0.14	0	0	4
oewn-01211024-a	lowered	2	5.88	4.87	down	0	2	0.0	0	0	2
oewn-01077395-a	fresh	2	4.91	4.87	sweet	0	2	0.0	0	0	1
oewn-03029435-a	executive	1	4.87	4.87	executive	0	1	0.0	0	0	1
oewn-02035990-a	right-handed	4	5.96	4.86	right	0	4	0.0	0	0	3
oewn-01243938-a	standing	5	5.92	4.86	still	4	5	0.8	0	0	4
oewn-01020753-a	fit	5	5.43	4.86	able	3	5	0.6	0	0	3
oewn-00677464-a	machine-made	1	4.86	4.86	machine-made	0	1	0.0	0	0	1
oewn-01242735-a	standing	1	4.86	4.86	standing	0	1	0.0	0	0	1
oewn-01243108-a	standing	1	4.86	4.86	standing	0	1	0.0	0	0	1
oewn-02133178-a	settled	10	5.59	4.85	set	1	10	0.1	0	0	6
oewn-01657344-a	open	4	5.48	4.85	open	1	4	0.25	0	0	4
oewn-02094136-a	unsealed	3	5.48	4.85	open	3	3	1.0	0	0	2
oewn-01608808-a	northern	5	4.92	4.85	north-central	0	5	0.0	0	0	4
oewn-00043985-a	actual	3	4.89	4.85	effective	3	3	1.0	0	0	2
oewn-01787508-a	religious	1	4.85	4.85	religious	0	1	0.0	0	0	1
oewn-02800403-a	royal	1	4.85	4.85	royal	0	1	0.0	0	0	1
oewn-02800622-a	royal	1	4.85	4.85	royal	0	1	0.0	0	0	1
oewn-00986913-a	slow	1	4.85	4.85	slow	0	1	0.0	0	0	1
oewn-00516809-a	whole	10	5.54	4.84	full	4	11	0.36	0	0	7
oewn-01244800-a	passing	2	5.05	4.84	pass	0	2	0.0	0	0	1
oewn-01657224-a	shut	3	4.9	4.84	closed	3	3	1.0	0	0	1
oewn-02009910-a	unrestricted	6	5.48	4.83	open	4	6	0.67	0	0	6
oewn-00091572-a	air-to-surface	2	4.94	4.83	air-to-ground	0	2	0.0	0	0	1
oewn-02378557-a	unsoured	4	4.91	4.83	sweet	4	4	1.0	0	0	2
oewn-02452474-a	bottom-up	1	4.83	4.83	bottom-up	0	1	0.0	0	0	1
oewn-02841530-a	critical	1	4.83	4.83	critical	0	1	0.0	0	0	1
oewn-00111512-a	digital	1	4.83	4.83	digital	0	1	0.0	0	0	1
oewn-02723832-a	digital	1	4.83	4.83	digital	0	1	0.0	0	0	1
oewn-02723968-a	digital	1	4.83	4.83	digital	0	1	0.0	0	0	1
oewn-03160842-a	forced	1	4.83	4.83	forced	0	1	0.0	0	0	1
oewn-02745650-a	mental	1	4.83	4.83	mental	0	1	0.0	0	0	1
oewn-02910002-a	mental	1	4.83	4.83	mental	0	1	0.0	0	0	1
oewn-03165166-a	re-created	1	4.83	4.83	re-created	0	1	0.0	0	0	1
oewn-00819510-a	middle	3	5.18	4.82	middle	0	3	0.0	0	0	3
oewn-02667805-a	back-channel	1	4.82	4.82	back-channel	0	1	0.0	0	0	1
oewn-02805932-a	self-limited	1	4.82	4.82	self-limited	0	1	0.0	0	0	1
oewn-02898882-a	sexual	1	4.82	4.82	sexual	1	1	1.0	0	0	1
oewn-02573798-a	wide	2	4.96	4.81	wide	1	2	0.5	0	0	2
oewn-03023717-a	prime	1	4.81	4.81	prime	0	1	0.0	0	0	1
oewn-02898570-a	sex-limited	1	4.81	4.81	sex-limited	0	1	0.0	0	0	1
oewn-01016876-a	last	5	5.86	4.8	last	0	5	0.0	0	0	4
oewn-01041222-a	foreign	6	5.36	4.8	international	0	6	0.0	0	0	3
oewn-02767666-a	long-distance	1	4.8	4.8	long-distance	0	1	0.0	0	0	1
oewn-01590750-a	nice	4	6.12	4.79	good	3	4	0.75	0	0	4
oewn-00636250-a	right	3	5.96	4.79	right	3	3	1.0	0	0	2
oewn-01118176-a	generous	5	5.67	4.79	big	4	5	0.8	0	0	3
oewn-02036545-a	left-handed	4	5.62	4.79	left	0	4	0.0	0	0	3
oewn-00962069-a	faithful	6	5.4	4.79	true	6	6	1.0	0	0	3
oewn-01821123-a	popular	9	5.16	4.79	hot	1	9	0.11	0	0	6
oewn-00958816-a	fair	4	4.99	4.79	fair	0	4	0.0	0	0	2
oewn-01825842-a	negative	1	4.79	4.79	negative	0	1	0.0	0	0	1
oewn-02276242-a	no	4	6.35	4.78	no	2	4	0.5	0	0	4
oewn-00634232-a	correct	8	5.96	4.78	right	5	8	0.62	0	0	4
oewn-00336319-a	certain	5	5.67	4.78	sure	3	5	0.6	0	0	4
oewn-00876695-a	end-stopped	1	4.78	4.78	end-stopped	0	1	0.0	0	0	1
oewn-01353869-a	introversive	4	4.78	4.78	shut-in	2	4	0.5	0	0	2
oewn-01037053-a	aft	3	6.11	4.75	after	0	3	0.0	0	0	3
oewn-00035578-a	active	7	5.94	4.75	going	3	7	0.43	0	0	7
oewn-01161269-a	hard	2	5.53	4.75	hard	0	2	0.0	0	0	1
oewn-00963818-a	faithful	2	5.4	4.75	true to	2	2	1.0	0	0	2
oewn-00930258-a	existent	4	4.93	4.75	active	0	4	0.0	0	0	2
oewn-02883666-a	cultural	1	4.75	4.75	cultural	0	1	0.0	0	0	1
oewn-02883805-a	cultural	1	4.75	4.75	cultural	0	1	0.0	0	0	1
oewn-02910174-a	cultural	1	4.75	4.75	cultural	0	1	0.0	0	0	1
oewn-03162996-a	operating	1	4.75	4.75	operating	0	1	0.0	0	0	1
oewn-01112409-a	technical	1	4.75	4.75	technical	1	1	1.0	0	0	1
oewn-02820296-a	technical	1	4.75	4.75	technical	0	1	0.0	0	0	1
oewn-01095249-a	functioning	6	6.39	4.74	up	4	6	0.67	0	0	3
oewn-01685687-a	arranged	5	5.59	4.74	set	0	5	0.0	0	0	3
oewn-02565316-a	dry	2	4.74	4.74	dry	1	2	0.5	0	0	2
oewn-01182213-a	dry	1	4.74	4.74	dry	1	1	1.0	0	0	1
oewn-02565710-a	dry	1	4.74	4.74	dry	0	1	0.0	0	0	1
oewn-02566037-a	dry	1	4.74	4.74	dry	1	1	1.0	0	0	1
oewn-00961341-a	equitable	5	6.43	4.73	just	4	5	0.8	0	0	3
oewn-02040360-a	left	7	5.62	4.73	left	0	7	0.0	0	0	5
oewn-01106714-a	specific	11	5.34	4.73	special	0	13	0.0	0	0	9
oewn-02873726-a	nuclear	1	4.73	4.73	nuclear	0	1	0.0	0	0	1
oewn-02873911-a	nuclear	1	4.73	4.73	nuclear	0	1	0.0	0	0	1
oewn-01655911-a	off	2	5.93	4.72	off	2	2	1.0	0	0	2
oewn-02575716-a	willing	11	5.35	4.72	happy	6	11	0.55	0	0	7
oewn-00600402-a	continued	2	4.96	4.72	continued	1	2	0.5	0	0	2
oewn-02271436-a	solid	2	4.73	4.72	solid	0	2	0.0	0	0	2
oewn-01025410-a	flat	1	4.72	4.72	flat	1	1	1.0	0	0	1
oewn-01582560-a	flat	1	4.72	4.72	flat	0	1	0.0	0	0	1
oewn-02284713-a	noneffervescent	4	4.72	4.72	flat	4	4	1.0	0	0	3
oewn-02883162-a	regional	1	4.72	4.72	regional	0	1	0.0	0	0	1
oewn-00091975-a	surface-to-air	1	4.72	4.72	surface-to-air	0	1	0.0	0	0	1
oewn-02449821-a	upper	1	4.72	4.72	upper	0	1	0.0	0	0	1
oewn-01213526-a	high	9	5.86	4.71	last	4	10	0.4	0	0	8
oewn-00201161-a	following	2	5.46	4.71	following	0	2	0.0	0	0	2
oewn-00446553-a	near	7	5.36	4.71	close	3	7	0.43	0	0	5
oewn-00820050-a	late	6	5.34	4.71	late	0	6	0.0	0	0	5
oewn-01882105-a	progressive	11	5.16	4.71	state-of-the-art	7	11	0.64	0	0	5
oewn-01191871-a	heavy-duty	3	4.96	4.71	heavy	0	3	0.0	0	0	3
oewn-02759407-a	industrial	1	4.71	4.71	industrial	0	1	0.0	0	0	1
oewn-01071383-a	fresh	13	6.12	4.7	good	6	13	0.46	0	0	9
oewn-01627368-a	occupied	5	5.81	4.7	in use	1	5	0.2	0	0	3
oewn-02159631-a	shared	4	5.2	4.7	common	1	4	0.25	0	0	3
oewn-00260434-a	lower-class	9	5.1	4.7	working-class	1	9	0.11	0	0	5
oewn-02375284-a	scheduled	2	4.95	4.7	regular	0	2	0.0	0	0	2
oewn-00395196-a	color	2	4.91	4.7	color	2	2	1.0	0	0	1
oewn-01051260-a	latter	2	4.83	4.7	last mentioned	0	2	0.0	0	0	2
oewn-02954488-a	environmental	1	4.7	4.7	environmental	0	1	0.0	0	0	1
oewn-02954640-a	environmental	1	4.7	4.7	environmental	0	1	0.0	0	0	1
oewn-03161743-a	filled	1	4.7	4.7	filled	0	1	0.0	0	0	1
oewn-02604321-a	pro-choice	1	4.7	4.7	pro-choice	0	1	0.0	0	0	1
oewn-02799202-a	republican	1	4.7	4.7	republican	0	1	0.0	0	0	1
oewn-02930907-a	domestic	1	4.69	4.69	domestic	0	1	0.0	0	0	1
oewn-02931434-a	historical	1	4.69	4.69	historical	0	1	0.0	0	0	1
oewn-01421158-a	listed	1	4.69	4.69	listed	0	1	0.0	0	0	1
